cluster id	Enrichment	Category	COG
GC_00000145	0.616378376903795	J	tRNA(Ile)-lysidine synthase TilS/MesJ
GC_00000144	0.5804861678415716	E	Phosphoribosyl-AMP cyclohydrolase|Phosphoribosyl-ATP pyrophosphohydrolase
GC_00000320	0.5105518635863108	F	Orotate phosphoribosyltransferase
GC_00000442	0.29000994729334484	M	UDP-N-acetylmuramyl pentapeptide synthase
GC_00000149	0.5804861678415716	E	"Acetolactate synthase, small subunit"
GC_00000148	0.5105518635863108	D	Actin-like ATPase involved in cell morphogenesis
GC_00000675	0.46817511776768067	R	"Predicted RNA-binding protein YlqC, contains KH domain, UPF0109 family"
GC_00000427	0.5447419678888821		
GC_00000336	0.5105518635863108		
GC_00000412	0.5105518635863108	I	Phosphatidylserine synthase
GC_00000337	0.43728735436651395	E	Prephenate dehydrogenase
GC_00000819	0.5028506919776455	M	UDP-N-acetylenolpyruvoylglucosamine reductase
GC_00000688	0.3889905975568648	M	Alanine racemase
GC_00000748	0.5825527580721922	O	Peroxiredoxin
GC_00000237	0.5105518635863108	H	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase
GC_00000810	0.16009138406893367		
GC_00000813	0.5028506919776455	P	Ammonia channel protein AmtB
GC_00000812	0.5028506919776455	R	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA
GC_00000815	0.16740263250790133	G	Citrate lyase beta subunit
GC_00000814	0.3101643783424778	Q	"Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family"
GC_00000817	0.3101643783424778		
GC_00000816	0.3101643783424778		
GC_00000136	0.43728735436651395	G	Transketolase
GC_00000137	0.3628956988510275	O	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase
GC_00000134	0.43728735436651395	E	Phosphoserine phosphatase
GC_00000135	0.43728735436651395	J	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37
GC_00000132	0.5105518635863108	C	"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit"
GC_00000133	0.5804861678415716	E	Diaminopimelate decarboxylase
GC_00000039	0.616378376903795	O	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family
GC_00000038	0.5804861678415716	T	"(p)ppGpp synthase/hydrolase, HD superfamily"
GC_00000038	0.5804861678415716	K	"(p)ppGpp synthase/hydrolase, HD superfamily"
GC_00000037	0.5804861678415716	J	mRNA degradation ribonuclease J1/J2
GC_00000036	0.3628956988510275	E	"Methionine synthase I (cobalamin-dependent), methyltransferase domain|Methionine synthase I, cobalamin-binding domain"
GC_00000035	0.6815023850991703	E	Homoaconitase/3-isopropylmalate dehydratase large subunit
GC_00000034	0.5804861678415716	O	Predicted ATPase with chaperone activity
GC_00000033	0.5804861678415716	E	Shikimate kinase
GC_00000032	0.5105518635863108	R	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000032	0.5105518635863108	Q	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000032	0.5105518635863108	I	"NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family"
GC_00000138	0.5105518635863108	C	"Succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
GC_00000139	0.5105518635863108	E	Glycine/serine hydroxymethyltransferase
